,40.0
couldthough,63.0
couldupon,78.0
couldwhich,87.0
couler,159.0
couloubroux,62.0
coulpe,81.0
coulter,114.0
coulters,48.0
councel,111.5
councell,103.0
councellours,123.0
councells,90.0
council,77.0
councilbaloo,127.0
councilby,86.0
councilchamber,132.0
councilhouse,74.0
councillor,104.0
councillors,104.5
councilman,96.0
councilminervas,75.0
councilnot,53.0
councilor,122.0
councils,87.5
councilthat,67.0
councilthe,105.0
counsel,82.0
counseld,115.0
counseled,82.0
counselkeeper,124.0
counselkeeping,94.0
counsell,71.0
counselld,61.5
counselled,105.0
counseller,85.0
counsellers,119.0
counselleth,79.0
counselling,98.0
counsellor,80.0
counsellorgeneral,81.0
counsellorhave,173.0
counsellors,108.5
counsellour,39.0
counsellours,106.0
counsells,123.0
counselor,143.0
counselors,50.0
counselour,108.0
counsels,102.0
count,42.0
counta,107.0
countann,67.0
countanybody,13.5
countcardinal,68.0
countcivil,104.0
countcount,114.0
counted,90.0
countedare,82.0
countenace,20.0
countenancd,102.0
countenance,85.0
countenanceay,77.0
countenanced,92.0
countenanceglad,121.0
countenancehorace,136.0
countenancemother,71.0
countenanceneither,51.0
countenances,99.5
countenancethese,126.0
countenanceturn,77.0
countenancing,99.0
counter,86.0
counteract,84.5
counteractant,69.0
counteracted,98.5
counteracting,119.0
counteraction,102.0
counterarguments,108.0
counterassaulted,174.0
counterassurance,94.0
counterattack,154.0
counterattraction,86.0
counterbalance,86.0
counterbalanced,158.0
counterbalances,100.0
counterbalancing,73.0
counterblast,37.0
counterblow,112.0
counterblows,80.0
counterbonds,208.0
countercaster,69.0
counterchange,93.0
countercharm,52.0
countercheck,104.0
countercries,152.0
countercurrent,91.0
counterdemands,93.0
counterestimating,107.0
counterfeit,94.0
counterfeita,191.0
counterfeited,134.5
counterfeiter,146.5
counterfeiters,143.0
counterfeiteth,84.0
counterfeiting,99.5
counterfeitly,44.0
counterfeitmoney,40.0
counterfeits,117.0
counterfeitseneca,102.0
counterfeitst,77.0
counterfet,76.0
counterfeted,100.0
counterfiet,51.5
counterflap,54.0
counterfoil,77.0
counterfoils,60.0
countergate,101.0
counterirritation,95.0
counterledge,139.0
countermand,75.5
countermanded,89.0
countermanding,151.0
countermands,42.5
countermarches,94.0
countermarching,131.0
countermine,50.0
countermined,213.0
countermines,86.0
countermining,85.0
countermovement,98.5
counterorders,78.0
counterorderswhen,90.0
counterpane,79.0
counterpanegod,118.0
counterpanes,110.0
counterpart,70.0
counterparts,102.0
counterpin,143.0
counterpoints,116.0
counterpoisd,128.0
counterpoise,91.0
counterpoises,124.0
counterpoison,87.0
counterpoisons,77.0
counterpolice,61.0
counterposing,76.0
counterprayed,113.0
counterpressure,82.0
counterproposals,115.0
counterreckoning,112.0
counterrevolution,59.0
counterrevolutionary,84.0
counters,93.5
counterseald,33.5
countershock,99.0
countershocks,90.0
countersign,111.0
countersigned,127.5
countersigns,112.5
countersinking,36.0
countersociety,125.0
counterstream,85.0
countersunk,91.0
countertrying,62.0
countervail,104.0
countervailing,85.0
countervails,29.5
counterview,59.0
counterweight,73.0
counterweights,41.0
countess,45.0
countessa,156.0
countesses,105.0
countessher,163.0
countessnot,93.0
countessnothing,31.0
countesss,79.0
counteth,56.0
counti,86.0
counties,97.0
countif,92.5
countin,66.0
counting,98.0
countingfivesixseven,182.0
countinghouse,111.0
countinghousemark,137.0
countinghouses,50.5
countingroom,97.0
countless,94.0
countlive,57.0
countmorrel,96.0
countnance,138.5
countoh,37.0
countrey,166.0
countreymen,125.0
countreys,96.0
countrie,105.0
countries,50.0
countriesfrom,72.0
countrified,93.0
countrvs,94.0
country,49.0
countrya,114.5
countryand,100.0
countrybooth,113.0
countrybound,118.0
countrybred,82.5
countrycotton,111.0
countrydamn,115.0
countrydance,170.0
countrydances,69.0
countryfarm,74.0
countryfolk,104.0
countrygreater,41.0
countryhe,101.0
countryhorace,75.0
countryhouse,118.0
countryhouses,85.0
countryi,79.0
countryin,142.0
countryits,127.0
countrylabourers,159.0
countrylike,106.0
countrymade,135.0
countryman,70.0
countrymans,154.0
countrymen,96.0
countrymusic,49.0
countrynot,94.0
countrypeople,115.0
countryplace,74.0
countryrumors,85.0
countrys,81.0
countryschoolmaster,89.0
countryseats,98.0
countryside,95.5
countrysidesee,105.0
countrystile,24.5
countrythat,117.0
countrythe,92.5
countrythese,137.0
countryto,131.0
countrytown,66.0
countrywoman,101.0
countrywomen,112.0
countryyes,107.0
counts,64.5
countthank,117.0
countthat,77.0
countthe,139.0
countthis,48.0
countwhere,74.0
countwho,110.0
county,90.0
countyboth,123.0
countyline,65.0
countyman,97.0
countyperhaps,144.0
countys,72.0
countyseat,85.0
coup,78.0
coupar,147.0
coupdesabot,52.0
coupe,73.0
couped,103.0
coupees,167.0
coupegorge,66.0
coupeleventnever,143.0
couper,116.0
couple,75.0
couplea,159.0
coupled,96.0
couplei,88.0
couplement,158.0
couplers,107.0
couples,118.0
couplesfor,63.0
couplet,67.0
coupleth,76.0
couplets,100.0
coupling,105.0
couplings,97.0
coupons,97.0
coups,99.5
cour,84.5
courage,76.0
couragean,198.0
courageand,119.0
couragehe,115.0
courageous,100.0
courageously,133.0
courages,163.0
couragevronsky,80.0
couragewith,84.0
coural,100.0
courant,94.0
courb,95.0
courbash,122.0
courbatave,68.0
courbe,45.0
courbevoie,101.0
courcy,102.0
courfeyrac,44.0
courfeyracs,111.0
courfeyracthose,53.0
courier,100.0
couriers,116.0
courla,172.0
cournet,78.0
couronne,103.0
couroucer,95.0
courrier,68.0
cours,76.0
coursd,94.0
course,50.5
coursea,73.5
courseaeneid,176.0
courseand,58.0
coursebut,73.0
coursecold,147.0
coursecomplete,173.0
coursed,136.0
coursedo,112.0
courseexcuse,50.0
coursefor,105.0
coursefrom,141.0
coursehe,66.0
coursehorace,48.0
coursei,108.0
courseif,85.5
courseit,47.0
courseits,160.0
courseivan,187.0
coursenot,100.0
courseof,142.0
courseold,96.0
courser,116.0
coursers,85.0
courses,93.0
coursethat,125.0
coursethey,76.0
coursethree,134.0
coursetry,142.0
coursewhat,108.0
coursewhod,183.0
courseyou,103.0
coursing,125.0
court,58.0
courtaulds,69.0
courtcontempt,109.0
courtcubbert,130.0
courtdress,129.0
courte,132.0
courted,97.0
courteous,93.0
courteously,123.0
courtesan,101.0
courtesans,90.0
courtesied,96.0
courtesies,102.5
courtesy,94.0
courtesymay,125.0
courtexcept,62.0
courtezan,119.0
courtezanplutarchs,87.0
courtezans,103.0
courthand,96.0
courthouse,110.0
courthousewhich,83.0
courtier,80.0
courtierlike,147.5
courtiers,98.5
courtille,213.0
courtin,151.0
courting,89.0
courtjoseph,132.0
courtladys,53.0
courtland,78.0
courtlike,165.0
courtliness,110.0
courtly,103.0
courtmartial,91.0
courtmartialed,72.5
courtmuff,53.0
courtn,63.0
courtney,111.0
courtodour,77.0
courtoflaw,125.0
courtonly,109.0
courtplaister,90.0
courtplaisterbut,113.0
courtroom,105.0
courts,77.0
courtship,94.0
courtshipa,106.0
courtshipand,65.0
courtships,90.5
courtside,116.0
courtsies,189.0
courtsmarshal,76.0
courtsuit,73.0
courtsy,53.0
courtward,157.0
courtword,102.0
courtyard,57.5
courtyards,109.0
cousin,61.0
cousina,116.0
cousinage,138.0
cousinan,106.0
cousine,98.0
cousinfeeling,70.0
cousingerman,83.5
cousingermans,73.0
cousinhood,104.0
cousinly,84.0
cousinmr,153.0
cousinnot,45.0
cousins,82.5
cousinship,109.0
cousinslike,127.0
cousinthis,69.0
coussergues,91.0
coustou,139.0
coutard,80.0
couterfeit,132.0
couth,101.0
coutille,151.0
couttss,107.0
coutume,108.0
couture,61.0
couverte,37.0
couveuse,142.0
cove,55.5
covenant,54.0
covenantbreakers,175.0
covenanted,47.0
covenanteth,83.0
covenants,77.5
covent,81.5
coventry,119.0
coventrycourt,120.0
coventrys,124.0
cover,79.5
coverand,133.0
coverd,71.0
covered,75.0
coveredst,32.0
coverest,117.0
covereth,51.0
covering,97.0
coveringafter,151.0
coverings,82.0
coverless,122.0
coverlet,93.0
coverlets,63.5
coverley,153.0
coverleys,75.0
coverlid,104.0
covers,80.5
covert,86.0
coverthe,162.0
covertly,138.0
coverts,102.0
covertst,53.0
coverture,130.0
covertures,96.0
coverupright,155.0
coves,58.0
covet,91.0
coveted,91.0
covetest,59.0
coveteth,90.0
coveting,108.0
covetings,151.0
covetous,119.0
covetously,93.0
covetousness,106.0
covetousnesse,119.0
covetpraise,110.0
covets,66.0
covetuous,151.0
covey,69.0
coveys,69.0
covies,124.0
covin,118.0
covnant,126.0
cow,74.5
cowach,92.0
coward,80.0
cowardcan,48.0
cowardcounsels,69.0
cowarded,74.0
cowardice,105.0
cowardicei,153.0
cowardise,119.0
cowardliness,72.0
cowardly,96.0
cowardlyquickest,174.0
cowards,83.0
cowardsbut,115.0
cowardship,46.0
cowardshist,94.0
cowardsshame,94.0
cowardyes,72.0
cowbeef,32.0
cowbirds,143.0
cowbones,156.0
cowboy,130.5
cowbuffaloes,36.0
cowcatcher,169.0
cowd,83.0
cowdung,114.5
cowe,106.0
cowed,106.0
cower,144.0
cowered,73.0
cowering,85.0
cowers,74.0
cowes,48.0
cowflesh,85.0
cowheel,60.0
cowheels,127.0
cowherd,84.0
cowherds,197.0
cowherdwoman,62.0
cowhide,78.5
cowhiding,102.0
cowhouse,72.5
cowhouses,73.0
cowhousestable,142.0
cowily,98.0
cowing,103.0
cowkeep,127.0
cowkeeping,60.0
cowl,178.0
cowled,76.0
cowles,82.0
cowley,84.5
cowleys,85.5
cowljuvenal,71.0
cowls,91.0
cowlstaff,183.0
cowman,114.0
coworker,93.0
coworkers,71.0
cowpath,36.5
cowpaths,69.0
cowper,89.0
cowperbut,105.0
cowrd,162.0
cowries,127.0
cows,89.0
cowshed,59.0
cowskin,66.0
cowslip,90.0
cowslips,94.5
cowstable,88.0
cowtracks,126.0
cowyard,95.5
cowyards,80.0
cox,115.0
coxa,170.0
coxcomb,75.0
coxcombry,100.0
coxcombs,69.0
coxe,153.0
coxea,134.0
coxeoh,114.0
coxes,78.0
coxheath,89.0
coxs,37.5
coxswain,88.0
coxswains,116.0
coxwells,103.0
coy,126.5
coyd,67.0
coyed,94.0
coylo,141.0
coyly,122.0
coyn,87.0
coyne,52.0
coyned,123.0
coyness,89.5
coyote,106.0
coyotes,53.0
coyundas,79.0
coyuntura,85.0
coz,91.0
cozbi,77.0
cozen,64.5
cozenage,77.0
cozend,93.0
cozened,103.0
cozener,118.0
cozeners,158.0
cozengermans,76.0
cozening,104.0
coziers,165.0
coznage,87.0
cozy,102.0
cozzo,85.0
cp,154.0
cpcapricorn,330.0
cpr,73.0
cpt,104.0
cr,165.0
cra,139.0
crab,74.0
crabapple,89.0
crabapples,126.0
crabb,119.0
crabbed,90.5
crabbedlooking,140.0
crabby,69.0
crablike,111.0
crabs,87.5
crabshells,138.0
crabtree,115.0
crac,55.0
crack,91.0
crackbrained,123.0
crackd,145.0
cracked,86.0
cracker,89.0
crackerberrieshave,78.0
crackers,103.0
crackest,84.0
crackhemp,123.0
cracking,100.0
crackingly,174.0
crackit,79.0
crackits,112.0
crackle,90.0
crackled,91.5
crackles,139.5
crackling,94.5
crackly,107.0
cracknels,65.0
cracks,80.0
cracksman,77.0
cracksmen,86.0
crackstis,81.0
crackthe,110.0
crackthree,246.0
cracky,73.0
cracovie,156.0
cracow,137.0
cradle,83.5
cradlebabe,93.0
cradled,71.0
cradleholes,74.0
cradlelikea,141.0
cradleplunderers,134.0
cradleplundering,276.0
cradles,84.0
cradlesong,69.0
craft,100.0
craftbegot,136.0
craftbildad,91.0
crafted,128.0
craftily,94.0
craftiness,75.5
craftinessand,86.0
craftman,90.0
crafts,159.0
craftsman,78.0
craftsmanship,171.0
craftsmen,92.0
crafty,93.0
craftysick,120.0
crag,71.0
craggie,106.0
craggy,91.0
cragor,87.0
crags,112.5
craig,93.0
cram,95.0
crame,125.0
cramen,80.0
cramers,84.0
crammd,124.0
crammed,98.5
crammers,97.0
crammersthomas,202.0
cramming,95.0
crammle,70.0
cramp,101.0
cramped,90.0
crampfish,79.0
cramping,125.0
cramps,118.0
crampton,98.0
cramptons,160.0
crams,106.0
cran,96.0
cranabs,95.0
cranaes,66.0
cranaus,115.0
cranberries,25.5
cranberry,128.0
crane,102.5
craned,82.5
cranes,125.0
cranesthe,81.0
crania,84.0
cranial,92.0
craning,100.5
craniology,87.0
cranium,138.0
crank,97.5
cranking,84.0
cranks,109.0
crankst,110.0
cranky,165.0
cranly,128.0
cranlys,66.0
cranmer,207.0
cranmers,124.0
crannied,68.0
crannies,81.0
crannocks,79.0
cranny,122.5
crans,139.0
crantor,103.0
crantore,125.0
crantors,62.0
crants,129.0
craon,147.0
crapathus,67.0
crape,122.0
craped,154.0
crapeveild,111.0
crappo,42.0
crappoes,103.0
crare,160.0
cras,163.0
crash,78.0
crasha,71.0
crashall,71.0
crashand,160.0
crashd,95.0
crashed,93.0
crashes,77.0
crashhe,128.0
crashing,116.0
crashings,108.0
crashnow,79.0
crasie,93.0
crass,84.0
crassa,179.0
crassis,125.0
crassum,197.0
crassus,119.0
crassuss,90.0
crastinum,56.0
crataiis,88.0
cratchit,109.0
cratchits,43.0
crate,64.5
crater,79.0
cratercrust,107.0
craters,136.0
craterspatience,81.0
crates,123.0
cratess,122.0
craticall,103.0
cratippus,122.0
cratis,98.0
cratyl,123.0
cratylus,143.5
cravat,89.0
cravath,118.0
cravatless,156.0
cravats,66.0
cravatte,138.0
cravd,110.0
crave,86.0
craved,90.0
craven,90.0
cravens,66.0
craves,108.0
craveth,108.0
craving,101.0
cravings,72.5
craw,109.0
crawfish,109.0
crawford,46.0
crawfords,168.0
crawl,75.0
crawla,76.0
crawld,102.5
crawled,85.0
crawler,112.0
crawling,80.0
crawlings,91.0
crawls,111.0
crawly,98.0
crawsick,166.0
crawthumpers,41.0
crayfish,108.0
crayon,123.0
crayons,140.0
crazd,80.0
craze,69.0
crazed,96.0
crazes,159.0
crazily,111.0
craziness,104.5
crazy,87.0
crazycrazy,79.5
crazythis,104.0
crazywitty,80.0
crbillons,143.0
crcel,100.0
crceles,110.0
crculos,136.0
crdito,172.0
crdoba,98.0
crdulo,134.0
cre,102.0
crea,131.0
creagh,141.0
creak,89.0
creaked,96.5
creakedi,107.0
creakily,96.5
creaking,82.0
creakingly,88.0
creaks,79.0
creaky,151.0
cream,92.0
creamcolored,53.0
creamcolour,115.0
creamcoloured,163.0
creamed,174.0
creamer,186.0
creamers,84.0
creamery,115.0
creamfaced,123.0
creamfruit,87.0
creamhued,93.0
creaminess,158.0
creaming,118.0
creamlaid,189.0
creamlike,197.0
creampans,178.0
creams,66.0
creamthink,101.0
creamy,114.5
crean,86.0
creando,117.0
creantur,139.0
creas,149.0
creasd,119.0
crease,107.0
creased,100.0
creasedmy,163.0
creases,95.0
creasing,112.0
creatam,132.0
create,84.0
created,113.0
createdand,77.0
createdbut,133.0
creates,107.0
createshe,184.0
createth,64.0
createthat,116.0
creating,126.0
creation,117.5
creationday,73.0
creations,96.0
creative,86.5
creatively,167.0
creator,87.0
creatorhas,82.0
creators,103.0
creatos,166.0
creatour,101.0
creatst,97.0
creatur,95.0
creaturarum,136.0
creaturas,112.0
creature,81.0
creaturea,166.0
creatureand,107.0
creaturei,199.0
creatureit,113.0
creatureperhaps,109.0
creaturequite,132.0
creatures,81.0
creaturesdeceive,84.0
creatureseneca,77.0
creaturesfound,124.0
creaturesthe,103.0
creaturethat,126.5
creaturewhat,132.0
creatureyou,148.0
creavit,258.0
crebillons,137.5
creble,92.0
crebleu,133.0
crebras,133.0
crebro,126.0
creca,151.0
crece,81.0
crecen,105.0
crecer,80.0
creches,62.0
creci,76.0
crecida,108.0
crecidas,35.0
crecido,148.0
crecidos,113.0
creciendo,88.0
crecy,114.5
credas,110.0
credat,164.0
credatur,238.0
crede,149.0
credebat,150.0
credence,121.5
credens,174.0
credent,60.0
credentials,82.5
credere,142.0
credeville,59.0
credibility,89.0
credible,85.0
credibly,49.0
credimus,128.0
credis,104.0
credit,95.0
creditable,98.0
creditably,211.0
credite,132.0
credited,104.0
credithere,111.0
crediting,126.0
creditor,90.5
creditors,75.0
creditorswho,146.0
credits,306.0
creditsone,59.0
creditthe,174.0
creditwanting,96.0
credo,75.0
credos,89.0
credula,186.0
credulities,163.0
credulity,91.5
credulitys,143.0
credulous,96.5
credulously,134.0
credunt,150.0
creduntur,132.0
cree,117.5
creecries,165.0
creed,84.0
creedme,107.0
creeds,71.5
creek,77.0
creeks,89.0
creels,172.0
creemos,108.0
creen,153.0
creencia,176.0
creep,85.0
creeper,99.0
creepers,110.0
creepeth,95.0
creeping,83.0
creepingbaudy,226.0
creepingly,142.0
creeps,99.0
creepy,107.5
creepycrawl,191.0
creepystools,86.0
creer,57.0
creerla,173.0
creerlo,117.0
creerlos,63.0
crees,108.0
creeses,194.0
creet,86.0
creeter,159.0
creeters,24.5
creetur,83.5
creeturs,101.0
creiontian,137.0
creis,111.0
crelo,79.0
cremat,138.0
cremation,129.0
crematoria,143.0
creme,119.0
cremefrappee,81.0
cremona,76.0
cremutius,168.0
crenelated,105.5
crenellated,119.0
creo,165.0
creole,96.0
creolemy,184.0
creoles,95.0
creon,110.0
creons,103.0
creophylus,88.0
crep,62.0
crepat,147.0
crepe,61.5
crepitant,156.0
crepsculo,78.0
crept,82.5
crepuscular,115.0
crequi,129.0
crequy,105.0
crescat,160.0
crescendo,124.0
crescens,113.0
crescent,90.0
crescentdestiny,115.0
crescentic,201.0
crescents,211.0
crescentshaped,152.0
crescit,129.0
crescive,94.0
cress,88.0
cresses,76.0
cresset,131.0
cressets,134.5
cressid,96.0
cressida,122.0
cressidas,80.0
cressids,62.0
cresswel,97.0
cresswell,45.0
cressy,129.0
crest,79.0
crested,161.0
crestfallen,126.0
crestfalln,81.0
crestless,88.0
crests,120.0
crestwaving,84.0
creta,121.0
cretaceous,55.0
cretan,109.0
cretans,140.0
cretas,171.0
cretatus,64.0
crete,101.0
creten,187.0
cretes,144.5
cretet,68.0
cretheus,54.0
crethon,91.0
cretians,66.0
cretic,120.5
cretonne,95.5
cretur,68.5
creturi,61.0
creturs,98.0
creverunt,131.0
crevez,63.0
crevice,94.5
crevices,80.0
crew,75.5
creware,76.0
crewcould,89.0
crewe,80.0
crewin,143.0
crewits,125.0
crewkherne,57.0
crews,81.5
crewto,43.0
crey,110.0
creyendo,60.0
creyente,113.0
creyera,74.0
creyeran,48.0
creyeron,110.0
creyese,134.0
creyeses,59.0
creyle,94.0
creyndolo,135.0
cri,148.5
criaban,94.0
criad,43.5
criada,75.5
criadas,94.0
criado,56.0
criador,105.0
criados,92.0
crianza,118.0
criar,119.0
criarlos,92.0
criaste,47.0
criatura,112.0
criaturas,129.0
crib,98.0
criba,89.0
criban,123.0
cribando,116.0
cribbage,80.0
cribbd,108.0
cribbed,129.5
cribbing,94.0
cribbings,89.0
criblant,59.0
cribs,146.0
cric,55.0
crick,166.0
cricket,105.0
cricketcap,66.0
cricketing,121.0
cricketplayers,87.0
cricketplaying,59.0
crickets,92.5
crickey,125.0
crid,118.0
cried,47.0
criedand,185.0
criedbe,107.0
criedgoodness,81.0
criedhave,55.0
criedhideous,108.0
criedholmes,80.0
criedmercy,52.0
criedoh,95.0
criedst,81.0
criedthe,106.0
criedvery,66.0
criedwellthen,120.0
crier,144.0
criers,125.0
cries,80.0
criesand,56.0
criesaye,80.0
criesdrop,73.0
crieshe,166.0
criest,85.5
crieth,81.0
crillon,102.0
crim,60.0
crimcon,206.0
crime,71.0
crimea,117.0
crimeaccording,100.0
crimean,86.5
crimeful,65.0
crimemust,101.0
crimen,138.0
crimenot,189.0
crimeof,81.0
crimeoh,94.0
crimerusted,92.0
crimes,88.0
crimesa,106.0
crimeslivy,253.0
crimesmake,154.0
crimesmaking,102.0
crimesthe,145.0
crimethat,72.0
crimevirgil,123.0
crimeworker,180.0
crimewould,89.0
crimeyoud,135.0
crimina,180.0
criminal,84.0
criminalbut,88.0
criminality,90.5
criminall,95.0
criminalls,36.5
criminals,82.0
criminalsmore,37.0
criminalsthe,215.0
criminate,97.5
criminated,53.0
criminology,104.0
crimmins,67.0
crimp,88.5
crimped,120.0
crimping,95.0
crimps,128.5
crimson,94.0
crimsonbudded,132.0
crimsoncovered,110.0
crimsond,66.0
crimsoned,105.0
crimsoning,66.5
crimsonpurple,126.0
crimsontinted,134.0
crinchon,98.0
crine,163.0
crines,49.0
cringd,104.0
cringe,78.5
cringed,73.0
cringes,88.5
cringing,106.0
cringingly,81.0
crinibus,259.0
crinkle,92.0
crinkled,126.5
crinkly,105.0
crinoline,57.5
crinolines,76.0
cripple,89.0
cripplebut,59.0
crippled,118.0
cripples,77.0
crippling,74.5
cris,83.5
crises,113.0
crish,61.0
crisis,81.5
crisiswith,114.0
crisp,91.5
crispation,182.0
crisped,151.0
crispedup,114.0
crisphaired,117.0
crispian,44.0
crispians,46.0
crispianus,154.0
crispin,75.0
crispine,79.0
crisping,73.0
crispins,29.5
crisply,105.5
crisplycurling,85.0
crisplypainted,98.0
crispness,129.0
crispus,143.5
crispy,111.0
crispyhaired,117.0
crisscross,98.5
crisscrossed,123.0
crissie,104.0
cristal,148.0
cristales,142.0
cristalinas,133.0
cristalino,65.0
cristbal,90.0
cristel,80.0
cristiana,109.0
cristianamente,54.0
cristianas,73.0
cristiandad,131.0
cristianesca,115.0
cristiano,48.0
cristianos,38.0
cristina,97.0
cristo,44.0
cristoand,118.0
cristoavail,73.0
cristobal,123.0
cristohere,64.0
cristoi,107.0
cristoprecisely,53.0
cristos,78.0
cristosay,155.0
criterion,100.0
critheis,82.0
critias,119.0
critiasit,85.0
critic,100.0
critical,122.0
critically,100.5
criticalutopian,172.0
criticise,89.0
